journalist_explanation,generated_explanation,objective_difference
"In the debate, Romney cited the report’s headline figure pretty accurately. But he failed to note, first, that it was an estimate subject to significant uncertainty, and second, that the report itself included an alternative -- and arguably more accurate -- measurement that produced a significantly lower figure.That said, the lower figure, even when adjusted for uncertainty, still backs up Romney’s underlying point that illegal immigrants have gained a disproportionate share of new jobs in Texas. It’s just that the number probably isn’t as high as Romney said in the debate. So we rate the statement Half True.","The evidence suggests that Romney's statement is based on a study by the Center for Immigration Studies, which found that about 40 percent of job growth in Texas since 2007 went to newly arrived illegal immigrants. However, critics point out methodological shortcomings and assumptions made in the report, such as using gross numbers instead of net numbers and estimating the percentage of illegal immigrants. Additionally, experts agree that trying to draw conclusions from the data is problematic due to other factors at play. Therefore, it cannot be determined for certain whether the claim is true or false based on the evidence provided.",0.4288215174939897
"A Facebook post said, ""ICE has not deported or detained one white illegal immigrant."" The Facebook post does not include a source for its claim. ICE said it does not track the race of the people it removes from the country. Latin American countries were the top destinations where people were deported to in 2018. Hispanics or Latinos can be of any race, including white. News reports have noted that white immigrants have been detained and deported by ICE during Trump’s presidency. We rate the Facebook post False.","The evidence provided shows that white immigrants have indeed been detained and deported by ICE. Specifically, it cites cases such as John Cunningham and Dylan O'Riordan, who were both from Ireland and had overstayed their visas or admission terms, leading to their detention and deportation. Additionally, the article mentions that Pew Research Center estimated 700,000 unauthorized people aged 18 and older in the US were white (not Hispanic), indicating the existence of a white population within this group.",0.576997122213022
"Santorum said the federal government allows health insurance companies to keep only 15 percent of their revenues to run their businesses.His description of the medical loss ratio provision of the health reform law doesn't tell the whole story. The rule does require large group insurance plans to spend 85 percent of their premium income on real health care. For small group plans the rule is more generous. All health insurance companies are still free to spend other streams of revenue however they wish, and several types of expenses are specifically exempted from the 15 (or 20) percent limit.Santorum’s statement leaves out a good deal of important information. That pushes the needle to Half True.","The evidence confirms that the federal government has a regulation in place, known as the medical loss ratio, which requires most health insurance companies to spend at least 80 or 85 percent of their premium income on healthcare claims and quality improvement. This means that they are allowed to keep only 15 or 20 percent for administration, marketing, and profit.",0.5691265962062738
"Scott said that his proposal would allow ""a potential of 168 hours, which I think is the most we’ve ever had"" for early voting. He’s right that his proposal would give supervisors of elections the option to offer 168 hours of early voting, and that would be a record. We should note that supervisors would also have the option to only offer 48 hours of voting, which is less than previous law. But Scott was very careful with his wording, noting that 168 hours was the maximum and outlining the specific days and hours. A claim from his critics, Pink Slip Rick, said the law ""only mandates 48 hours of early voting."" We rated that Mostly True, because it didn't leave open the possibility of more hours. Scott's statement, on the other hand, specifically notes that the 168 hours are a maximum.Scott chose his words carefully and precisely. We rate his statement True.","The evidence shows that voters had a maximum of 96 hours (14 days multiplied by 8 hours) and a minimum of 48 hours (8 days multiplied by 6 hours) under the previous laws. Scott's proposal would allow for up to 168 hours, but it is not stated in the article that this was not already possible under previous laws. However, it is mentioned that some supervisors welcomed the idea of tailoring early voting to their county's needs and considered it ""nice to have the option"" of going above 96 hours. This suggests that the claim might be an exaggeration or misrepresentation of what Scott's proposal actually does.",0.648502158491235
"Teachers did get a salary increase in each of the past five years under Republican leadership. However, despite the ""Held Harmless"" statute, teachers who reach 25 years of experience or more today would not make as much as they would have in 2013-14. That’s the main wrinkle in Lee’s claim. North Carolina ranked second in fastest-rising teacher pay in 2016-17, though the ranking wasn’t consistent over the years. We rate this claim Mostly True. This story was produced by the North Carolina Fact-Checking Project, a partnership of McClatchy Carolinas, the Duke University Reporters’ Lab and PolitiFact. The NC Local News Lab Fund and the International Center for Journalists provide support for the project, which shares fact-checks with newsrooms statewide.","The evidence provided shows that while average teacher salaries may have increased every year after 2013-14, teachers with 35 years of experience and those who reach that milestone were actually included in a category where their base salary was reduced or ""held harmless"" by the 2014-15 ""Held Harmless"" statute. Additionally, first-year teachers did not see an increase to their base salary after the 2015-16 academic year. However, according to the National Education Association, North Carolina was ranked second in having the fastest teacher pay raise in 2016-17 nationally. The information provided by Sen. Lee's legislative assistant suggests that he may have gotten his information from this ranking, which supports the claim that teacher pay increased under Republican leadership every year for the past 5 years. However, the detailed breakdown of salaries and the ""Held Harmless"" statute complicate the picture and suggest that teacher pay may not have actually increased for all teachers, leading to a conflicting assessment.",0.6934004485060317
"Santorum said if the United States raises the minimum wage to $10.10 an hour, ""half a million people would lose their jobs."" Santorum said ""would""but really the 500,000-job figure wasthe CBO’s best guess. Analysts say job losses could be anywhere from just a few workers to as many as 1 million. Santorum's statement is accurate but needs clarification. We rate it Mostly True.","The evidence provided is a direct quote from the February 2014 Congressional Budget Office (CBO) report, which states that ""the economy would shed 500,000 jobs by the second half of 2016"" if the federal minimum wage were gradually increased to $10.10 an hour for all workers.",0.6318549423217774
"Mack’s ad puts a lot of spin on the basic facts when it says, ""George LeMieux was one of only two liberal Republicans who voted for Barack Obama’s liberal jobs bill that failed to help our economy."" Certainly that ""liberal"" tag is what gives the ad its bite.Here, we’re simply checking whether LeMieux was one of two Republican senators who voted for a jobs bill supported by the president. That is the case. We rate that statement True.","The evidence provided from the MSNBC's Morning Joe interview and LeMieux's statement to a reporter that he supported the Small Business Jobs and Credit Act of 2010, citing its benefits for small businesses in Florida, indicates that he indeed voted for Obama's jobs bill.",0.5915353281456127
"Clinton said, ""President Obama took more money from Wall Street in the 2008 campaign than anybody ever had."" Adjusting for inflation, Obama garnered about $3 million more than George W. Bush if you look at the broad ""finance, insurance and real estate"" sector. But using the ""securities and investment"" category, a tighter measure of Wall Street contributions, Obama clearly set a new record in 2008. Yet that record only lasted four years.Romney upped that ante by $5 million in 2012. Because the statement is accurate but needs clarification or additional information, we rate it Mostly True.","The evidence provided by the Center for Responsive Politics shows that President Obama received $17.3 million in 2008 from the ""securities and investment"" category, which is considered a good measure of Wall Street contributions. This amount exceeds the $10 million received by George W. Bush in 2004 ($11.4 million in 2008 dollars) and establishes Obama as having taken more money from Wall Street than anybody else in the 2008 campaign.",0.6828725148836772
"Axelrod said, ""8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care."" He is correct on the number of rebates. However, like Obama before him, Axelrod’s claim isn’t clear on the fact that these checks are mostly going to employers who run plans for their workers, not individual Americans. Employers can then choose to pay their employees in a lump sum, reduce future premiums or act by ""applying the rebate in a manner that benefits its employees,"" such as shoring up the health fund or offering better benefits. We rate the statement Mostly True.","While 8.85 million policyholders were due rebates in 2013, about one-third (2.9 million people) physically received checks. The rest of the rebates went to employers who would then share or apply them proportionately with their employees, rather than being distributed directly as a check to policyholders.",0.6703378928624667
"Menendez said, ""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession."" A study from the Urban Institute supports her statistic. Other research shows an even wider gap, further proving her point that race is a factor in U.S. wealth. Menendez's statement is accurate, and might even understate the issue. We rate her claim True.","According to a report by the Urban Institute, which PunditFact found to be correct, for every $1 in wealth that an average black or Hispanic person has post-recession, an average white person has $6. Additionally, multiple experts, including Thomas Shapiro and Alicia Menendez, corroborated this ratio of 6-to-1 as accurate, although noting it may represent the lower end of a range of possible ratios (from 6-to-1 to 22-to-1).",0.5820606546742576
"Arene-Morley said that ""There are more African American men in prison, jail, on probation or parole than were enslaved in 1850."" Our research found that U.S. Bureau of Criminal Statistics put the number of African American men under state and federal criminal justice supervision in 2013 at about 1.68 million -- 807,076 above the number of African American men enslaved in 1850. The Sentencing Project, too, puts that number at 1.88 million with local jails factored in. Given that evidence, we rate Arene-Morley’s claim True. (If you have a claim you’d like PolitiFact Rhode Island to check, email us at [emailprotected] And follow us on Twitter: @politifactri.","According to the evidence provided by the Department of Justice's Bureau of Justice Statistics, as well as Marc Mauer from The Sentencing Project, there were approximately 1.68 million African-American men under state and federal criminal justice supervision in 2013, which is more than the number of African-American men who were enslaved in 1850 (approximately 872,924).",0.8960883349653275
"Obama said 50 percent of CEOs are delaying hiring due to the shutdown, which accurately cites the results of a poll sponsored by the Business Roundtable. The survey’s limited sampling, though, means the responses aren’t necessarily representative of all U.S. businesses. But the idea that the shutdown affects how businesses think about hiring is more broadly applicable. Experts said it’s reasonable that CEOs would be hesitant to hire, given that uncertainty about government fiscal policy can affect consumer confidence.","The evidence provided shows that Business Roundtable conducted a survey among its 134 member CEOs (representing 63% of its total membership) and found that 50% of them indicated that the shutdown had a negative impact on their plans to hire additional employees over the next six months. While it's noted that the sample does not reflect a random selection of U.S. businesses, the survey results align with President Obama's claim, and an independent business group (National Federation of Independent Businesses) reports similar sentiment among its smaller business owners.",0.6052182388611329
"In the caption of a video posted to Facebook, Wooten said, ""My opponent, Rick Gunn, blocked the expansion of Medicaid — costing half a million people health insurance, including at least 23,000 veterans."" Wooten is mostly correct on the first two charges and close to correct on the third. Gunn co-sponsored a 2013 bill that rejected Medicaid expansion, so even if he was not solely responsible for blocking expansion, he played a role in it. Experts agree this is costing approximately 500,000 North Carolinians the chance at receiving health coverage. That would include many veterans, although the exact number is less clear than Wooten suggested. But given the available research, Wooten’s number seems reasonable. We rate this statement Mostly True. This story was produced by the North Carolina Fact-Checking Project, a partnership of McClatchy Carolinas, the Duke University Reporters’ Lab and PolitiFact. The NC Local News Lab Fund and the International Center for Journalists provides support for the project, which shares fact-checks with newsrooms statewide.","The evidence provided supports the claim that Rick Gunn blocked the expansion of Medicaid and estimates suggest that withholding Medicaid expansion was costing half a million North Carolinians health insurance, including at least 23,000 veterans. Experts such as David Anderson and Lisa Dubay agreed with the estimate, and although the numbers may vary slightly, it does not seem to oversell the impact Medicaid expansion could have.",0.6290853173360912
"Shapiro said that a majority of Muslims are radicals. To make his numbers work, he had to cherry-pick certain results from public opinion surveys. Given the choice between two possible percentages, he chose the higher one. Shapiro also relied heavily on the idea that anyone who supported sharia law is a radical. Some of the best polling work shows that Muslim beliefs are much more nuanced. Some countries where high percentages of Muslims support Sharia law show low support for suicide attacks on civilians. Large fractions of Muslims that endorse sharia law do not want it imposed on others. The meaning of Sharia law varies from sect to sect and nation to nation. Shapiro’s definition of radical is so thin as to be practically meaningless and so too are the numbers he brings to bear. We rate the claim False.","The article presents evidence showing that alternative measures of radicalism yield significantly lower numbers than Shapiro's claim. The table provided demonstrates how different criteria for measuring radicalism, such as support for suicide bombings or Sharia law, result in estimates ranging from 19% to 72% of Muslims worldwide being considered ""radical"". This suggests that Shapiro's conclusion, which represents a majority of Muslims as radicals, is an outlier and likely inflated due to the use of a broad and somewhat ambiguous definition of radicalism.",0.7264319939097179
"The Texas Democratic Party’s spokeswoman correctly cited two figures from the 2011 NALEO directory suggesting that Latino elected Democrats in Texas greatly outnumber their Republican counterparts.Still, this claim is missing substantive context -- that NALEO did not determine the party memberships of most Latino Texas officeholders. If this were done, the Democratic-Republican ratio might change.We rate the claim Mostly True.","The evidence provided by the National Association of Latino Elected and Appointed Officials (NALEO) confirms that as of January 2011, there were 668 Democratic Hispanic elected officials to 60 Republican Hispanic elected officials in Texas.",0.7241013065973917
"Rove said Clinton spent 30 days in the hospital and then emerged wearing glasses that only people with traumatic brain injury use. Rove since said he was wrong about the length of her hospital stay. The actual number is four days. By describing a long hospital stay and tying it to signs of traumatic brain injury, Rove associated Clinton with a more profound medical episode. Experts reject that association. Concussions are the mildest form of traumatic brain injury. The glasses Clinton wore are an optional treatment for temporary problems of double vision that are relatively common among people who suffer concussions along with other conditions. She has not worn the glasses for some time, and the neurologists we contacted said most people recover fully. While Rove never claimed Clinton suffered brain damage, he was wrong about the hospital stay and combined that with the glasses to exaggerate the nature of Clinton’s injury. His claim is inaccurate. We rate it False.","According to the evidence, Hillary Clinton spent only about 4 days in the hospital in 2012 due to a stomach virus and blood clot, not 30 days as claimed by Rove. Additionally, experts and doctors confirmed that the glasses she wore were prismatic glasses designed to help with blurred or double vision caused by concussion, which is a common consequence of concussions, but not exclusive to traumatic brain injury.",0.6335458602798119
"Rubio said, ""We have an Army that just cut 40,000 spots."" Rubio was referring to an announcement by the Army in July that it will cut 40,000 spots by fiscal year 2018. Those cuts had been talked about for several months, but the specifics were released in July. The cuts will start this fall but are expected to continue under the next president. Since the end date is under a new president and Congress, it’s difficult to guess if they will all happen, but that’s the plan for now. We rate this claim Mostly True.","The evidence from Army officials confirms that they plan to cut the size of the regular Army from 490,000 to 450,000 by fiscal year 2018, which is a reduction of 40,000 spots.",0.6346506195408957
"Paul said Obama ""spent nearly a trillion dollars on make-work government jobs."" It’s plausible that through the stimulus, Obama spent nearly $1 trillion of taxpayer dollars in hopes it would create jobs. But Paul is wrong to suggest that all $1 trillion was spent on ""make-work government jobs."" Two-thirds of the stimulus was spent on tax cuts and entitlements, and of the remaining one-third, much was paid to private contractors. Only a modest fraction of the $1 trillion was spent on government jobs, much less on jobs spent doing nothing. We rate his claim False.","The evidence provided shows that only a small fraction of the stimulus money went towards government employees and ""make-work"" jobs, with most funds allocated to tax benefits, entitlements, and private sector contracts. Additionally, government employment has actually declined by 734,000 jobs since Obama took office, which contradicts Paul's claim that President Obama ""spent nearly a trillion dollars on make-work government jobs.""",0.691209396490684
"A post on Facebook claims that ""AARP endorsed Biden"" and ""says if you are past 75 you should just die and go away."" AARP didn’t endorse Biden, or anyone. And the organization, which represents millions of Americans age 50 and older, has aggressively lobbied against any health care policies that would discriminate against aging populations. We rate these claims about AARP Pants on Fire!","The claim that AARP endorsed Biden and said people over 75 should ""just die and go away"" is contradicted by statements from an AARP spokesperson, press releases, and news coverage. These sources confirm that AARP opposes rationing care based on age or disability and does not endorse political candidates.",0.6797468683298896
"A viral image suggests that Donald Trump was only ever accused of racism after he decided to run for public office against Democrats. The record is clear, however, that Trump has deflected allegations that he is a racist since the 1970s and many times since. We rate this Facebook post False.","The evidence provided shows that there have been numerous accusations of racism against Donald Trump throughout his public life, long before he decided to run against the Democrats. Articles from reputable sources such as the New York Times and Vox document specific incidents and quotes from Trump that demonstrate a history of racist behavior. These findings contradict the claim that Trump was never once accused of being racist until he ran against the Democrats.",0.7052660777352073
"Bush said that ""as governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent."" The only statistics that directly address his statement offer numeric support.However, the report in question cautions against drawing broad conclusions for such low-frequency events as youth heroin addiction, and experts thought it curious that the drop essentially happened in the first year, with little change after that. Experts praise Bush for his drug policies, but it’s important to note that broader demographic and social factors -- reflected in falling youth heroin use nationally during that period -- likely made a difference as well. We rate the claim Half True.","The evidence provided by the 2006 Florida Youth Substance Abuse Survey conducted by the Florida Department of Children and Families shows that there was indeed a 50% decrease in heroin use among youth in Florida between 2000 and 2006, both for lifetime use and for use in the past 30 days.",0.579676548878352
"Cruz said, ""One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever."" The failed 2013 bill did not change the number of refugees, the overall framework of the screening process or give the president authority to admit any group at will. It would have allowed the president to designate certain groups outside the United States as particularly at risk, and other officials to label certain refugees in the United States as having nowhere to go. It further would have repealed the deadline for refugees already here to apply for asylum. Experts said none of the provisions Cruz has previously cited work the way he is warning they would. We rate his statement False.","While the Rubio-Schumer Gang of Eight bill did give the president power to define who is considered ""stateless"" and grant refugee status, it did not give the president blanket authority to admit refugees without background checks. The evidence shows that all refugees would still be subject to background checks, interviews, and confirmation from several federal agencies.",0.6390036659362989
"Bush said that the three Republican senators running for president ""have a combined two bills that became law that they've sponsored."" Bush has his numbers right: Of all the bills Cruz, Rubio and Paul have sponsored combined, only two bills have been signed into law. But experts told us that this isn’t a great measurement of a legislator’s effectiveness, and there are other ways to show impact in Congress. All three senators have their fingerprints on numerous laws as cosponsors or amendment authors. We rate Bush’s claim Mostly True. Editor's note: This post has been updated to include a response from the Cruz campaign that we received after publishing the article and to clarify the senators identified by Bush in his claim.","The evidence provided states that ""We found that Bush’s statement is accurate in that the three senators have sponsored just two bills that eventually became law."" This confirms that the claim is true.",0.6392709835370382
"At the Jacksonville debate, Gingrich was more accurate than he's been in the past and his chronology of the law and the four budgets is correct. But he oversimplifies the causes of the balanced budget. His words are accurate but need additional information, which makes this a Mostly True. ","According to the evidence provided, during Gingrich's time as speaker from 1995-1999, there were deficits in fiscal years 1996 and 1997, but then two consecutive surpluses in fiscal years 1998 and 1999. However, the country ultimately did have four consecutive balanced budgets (fiscal years 1998 to 2001), which meets the condition stated in the claim.",0.4598334170676567
"In a radio interview, Christie claimed that in Obama’s first two years, the president had ""huge majorities in the House and Senate, and did nothing with them to create jobs in America.""But Obama and the Democratic-controlled Congress did do something, governor. It’s called the American Recovery and Reinvestment Act of 2009, a stimulus bill that various economists credit with creating or saving jobs.That’s why it is ridiculous for Christie to claim Obama did ""nothing."" Pants on Fire! To comment on this ruling, go to NJ.com. ","The evidence provided shows that the American Recovery and Reinvestment Act of 2009 allocated billions of dollars for federal spending and tax benefits, which led to the creation or saving of a significant number of jobs. Multiple economic research studies are cited as supporting this conclusion, including projections from organizations such as the Congressional Budget Office, Moody's Analytics, and the Federal Reserve Bank of San Francisco.",0.45716164045863683
"Ratliff wrote that Massachusetts has three mandated student tests and Finland one.Both claims reflect the exams that students in Massachusetts and Finland have to take to qualify for high school graduation.But students on the academic track in Finland must take at least four separate tests. Also, given that Ratliff’s article does not say he’s speaking only to tests administered in high school, it’s worth noting that Massachusetts, like Texas, requires students starting in third grade to take state tests.This claim grades out as Half True. CLARIFICATION, 10:00 a.m., Dec. 19, 2012: We amended this article to point out that Finnish students who focus on vocational courses at the secondary level do not have to take a government-mandated exam to graduate. This wrinkle, brought to our attention by a reader, did not change our Truth-O-Meter rating.","The evidence provided shows that Massachusetts has state-mandated tests for high school students in English language arts, math, and a science-related subject, but also allows students who do not meet the ""proficient"" score to graduate with an educational proficiency plan. Additionally, students in grades 3-8 must take standardized state exams. This suggests that Massachusetts has more than one state-mandated test. However, the evidence also shows that Finland has a single exam at the end of high school, known as the Finnish Matriculation Exam, but this exam consists of ""at least four tests"" and students may choose to take additional optional tests, which can total up to 10 or more exams over a period of time. Therefore, it cannot be determined for certain whether Finland has only one state-mandated test.",0.6571171641349793
"Hassan said that there is a ""traditional 60-vote threshold for confirming Supreme Court nominees."" Most Supreme Court nominees have indeed reached 60 votes. But not all have, and the official standard remains 50 percent plus one, not 60. And while a 60-vote supermajority for cloture is often required these days for much of the Senate’s business, filing for cloture is actually the exception, not the rule, where recent Supreme Court nominations are concerned. Cloture votes have been required in only four of the 23 confirmations since the Eisenhower Administration. This calls into question Hassan’s use of the term ""traditional."" We rate the statement Mostly False.","The evidence shows that while a cloture vote requires 60 votes to end debate and force a vote on a Supreme Court nominee, it is not the ""traditional"" threshold for confirming nominees. In fact, most Supreme Court nominations have been confirmed without a cloture vote, including those of Sonia Sotomayor and Elena Kagan, who received 68 and 63 votes respectively, but were never filibustered.",0.7145283529835362
"Anne Nolan said Rhode Islanders who have been homeless for at least a year cost Medicaid an average of $60,000 per person per year. But the $60,000 cost she cites applied only to the 67 homeless people with the highest medical bills, a major caveat she didn't mention in her commentary. The annual dollar amount for all Medicaid recipients in the study who were homeless for at least a year was $23,650 -- a substantial cost to taxpayers, but far less than what Nolan indicated. Because Nolan's statement makes it sound like it applies to all long-term homeless people on Medicaid when, in fact, it only focuses on the most-expensive subset, we rate it False. (If you have a claim you’d like PolitiFact Rhode Island to check, email us at [emailprotected] And follow us on Twitter: @politifactri.","The evidence shows that the $60,000 per person figure only applied to the 67 individuals who had the highest Medicaid bills among those who were homeless for one year or more, not the average cost for all long-term homeless people on Medicaid. When Eric Hirsch recalculated the data for the larger group of 442 long-term homeless people, he found that their average Medicaid charges per person per year was $23,650, which is still lower than the claimed $60,000.",0.7883613917032878
"On Morning Joe, Coburn said, ""In 2010, everybody said you can't dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that."" Coburn’s office acknowledges that he misspoke; they actually calculated a decline of 12 percent, which is dramatically lower than 85 percent. But we find even the revised statistic to be questionable. It hinges on using 2008 data, when 2009 data would be more appropriate -- and a comparison using data from 2009 actually shows an increase in violent crime in national parks since the gun ban was lifted. Meanwhile, it’s far from clear that guns had an influence on the relatively small number of crimes that take place in national parks. We rate Coburn’s statement False.","Coburn's office acknowledged that he overstated the decline in violent incidents by claiming an 85% drop, when in fact the data shows a 12% decrease. Additionally, upon examining the original data provided, it was found that murders actually went up between 2008 and 2011, and using 2008 as the ""before"" year amounts to cherry picking.",0.6084703964156073
"Clinton said that voters in Texas had to wait in long lines because ""the Republican side gets 25 machines, the Democratic side gets five machines."" Clinton is right that people in Texas waited for hours to vote, but she’s off on the polling machine disparity. In the county that experienced the longest lines on Super Tuesday, a main problem was the opposite of what Clinton described: a local decision to provide an equal number of machines for Republicans and Democrats at each voting location. We rate this claim Mostly False.","The evidence provided shows that while there were indeed long lines in Texas on Super Tuesday, the claim that ""the Republican side gets 25 machines, the Democratic side gets 5 machines"" is not supported. In fact, the article states that Harris County allocated an equal number of voting machines for each party at every polling place, which led to longer lines for Democratic voters due to their higher turnout. Additionally, Tarrant County's plan called for a set number of voting machines based on past voter turnout data, but this was not 25:5 ratio as claimed by Clinton.",0.6470758270907712
"Rosenberg made the claim that a Liberian woman is ""more likely to be married by 18 than to know how to read."" This claim relies on data from an old 2007 survey. Using a more recent survey and the closest age group for which data are available, the comparison doesn’t hold. Young Liberian women are more likely to know how to read than be married. We rate this claim Mostly False. This fact-check originally was published by Africa Check. Read their version of this story here. ","The evidence provided suggests that while a significant percentage of women in Liberia are married by age 18 (ranging from 35.9% based on 2013 survey data to potentially higher rates as implied by older statistics), the evidence for literacy rates is also inconclusive and varies depending on the definition used.",0.7178610052702562
"At a campaign event in New Hampshire last week, Christie claimed New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.The governor’s right about the drop in private-sector jobs: New Jersey lost 155,000 jobs between December 1999 and December 2009. But the reasons behind those job losses are complex and Christie failed to acknowledge the impact of the recession, which coincided with the bulk of the job losses. We rate the statement Half True. To comment on this ruling, go to NJ.com.","The evidence provides contradictory information regarding the claim. On one hand, it is stated that New Jersey did lose private-sector jobs between 2000 and 2009. However, the experts cited in the evidence argue that this loss cannot be attributed solely to tax increases, fee hikes, regulations, or state spending. They suggest that the recession played a significant role in the job losses, and other factors such as competitiveness also contributed to weak private-sector job growth. This conflicting information prevents a clear determination of whether the claim is true or false.",0.5341607670995254
"Adler said: ""57% of the jobs created from 2009 to 2013 do not pay families a living wage."" To be precise, that’s the estimated share of net jobs added in the multi-county Austin area (not Austin alone) pegged as having median wages less than the living wage for an adult with one child. Families vary in size, though, as do related living wages. We rate this statement, which lacks clarification, Mostly True. MOSTLY TRUE – The statement is accurate but needs clarification or additional information. Click here for more on the six PolitiFact ratings and how we select facts to check.","The evidence shows that according to the data compiled by EMSI and cited by the Austin American-Statesman, approximately 57% of the newly created jobs from 2009 to 2013 paid less than the living wage for a single parent with one child ($19.56 per hour). Additionally, independent analysis by Cynthia Osborne and Daniel Dillon using more detailed data confirmed that around 57% of the jobs added in the Austin area did not pay the living wage for an adult with one child.",0.7266685885352058
"Sanders said that if American multinational corporations had to pay taxes on the profits they made overseas, they would owe $620 billion. This is at the high end of the estimates we collected. Sanders also described the overseas holdings as cash. According to one expert we reached, a lot of that money might be invested in factories and other hard infrastructure and might not be available for tax collections. Still, the mid-range estimate from credible sources is in the $500 billion to $550 billion range. All the numbers cited were relatively high. We rate Sanders’ estimate Mostly True.","The evidence provided includes various expert opinions and estimates of the potential tax revenues, ranging from $300 billion to over $620 billion. While some experts, such as Richard Harvey, suggest that Sanders' estimate may be conservative, others, like Edmund Outslay, question the assumptions made in the study behind the estimate and provide lower estimates. This disagreement among experts indicates that it cannot be determined for certain whether the claim is true or false based on the evidence provided.",0.4769516911305173
"Clinton said, ""Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns."" We found a few problems with her statement. First, we don’t actually know how many people have died in the last month. Clinton’s statement is based on 2013 data from the CDC, which tallied nearly 3,000 gun deaths per month that year. There’s not more recent data available. Experts say the number of gun deaths this year is likely to be similar to or higher than 2013, so Clinton’s claim is probably not too far off. But we can’t know for sure. Also, it’s likely that at roughly half of these deaths are due to suicide. It could be even higher. Clinton’s phrasing obscures that point. Clinton used very specific language even though she’s actually extrapolating from old data. Overall, we rate her claim Half True. Editor's note: The Gun Violence Archive got back to us after publication, and we've updated the piece to include their comments.","The claim that nearly 3,000 people have been killed by guns since the last debate in Las Vegas cannot be supported by the evidence provided. Although the Centers for Disease Control (CDC) data shows a monthly average of approximately 2,800 gun deaths in 2013, it is mentioned that Clinton was referring to 2015, not 2013. Moreover, the Gun Violence Archive's numbers, which are less comprehensive and do not include suicides, also do not support the claim. The experts consulted for this article agree that while the number of gun deaths in 2015 might be higher than in 2013 due to increased homicides and suicides, it is impossible to confirm if nearly 3,000 people have been killed by guns since the Las Vegas debate.",0.694554432630539
"In this statement, Coons suggested that that ACA provided pre-existing condition protections to the more than 150 million Americans who get their health coverage through their place of employment. But that is not completely correct.Those were already in place through HIPAA, though expanded by the ACA. We rate Coons’ statement as Half True.","According to the evidence, protections against preexisting condition discrimination for most people with job-based insurance predated the ACA by more than a decade, thanks to the Health Insurance Portability and Accountability Act of 1996 (HIPAA). HIPAA protected those continuously covered under employer plans from being denied coverage or charged waiting periods in new jobs. The ACA further addressed gaps left by HIPAA, including requiring large employers to provide a minimum package of benefits and insurers to sell policies to individuals with preexisting conditions without charging them more.",0.62796224907263
"Christie said: ""property taxes went up 70 percent in the 10 years before I became governor.""In the decade before Christie took office, the average property tax bill climbed more than 70 percent, from roughly $4,240 to about $7,280.But when property tax rebates are taken into account, the increase is less, jumping roughly 50 percent in a decade.Either way, Christie is on point that property taxes increased significantly from 1999 to 2009.We rate this statement Mostly True.To comment on this ruling, go to NJ.com.","The evidence shows that the average property tax bill in New Jersey increased from $4,240 in 1999 to $7,280 by 2009, a more than 71 percent increase. However, when property tax rebates are factored in, the increase is roughly 51 percent.",0.7121944263214018
"The cyber-squatter site claims that after laying off ""30,000 people,"" Carly Fiorina said that in retrospect, ""I would have done them all faster."" While the number is accurate -- acknowledged in a 2006 interview by Fiorina -- the comment that ""I would have done them all faster"" is pulled out of context. In fact, Fiorina was more specifically referring to her decisions to force out a small number of top-level executives, not tens of thousands of rank-and-file employees. The claim is partially accurate, but takes some things out of context, so we rate it Half True.","The evidence shows that Carly Fiorina did indeed say she would have done some layoffs ""faster"", but it's not clear if this specifically refers to the 30,000 people laid off. In one quote, Fiorina mentions firing certain high-ranking executives quickly and says ""I would have done them all faster"" - implying that she is referring to a smaller group of individuals rather than the entire 30,000 people laid off.",0.6929299931372366
"It’s hard to say exactlyhow many failing schools are in North Carolina, but we do know there are not 500 like AFP state director Donald Bryson said. He was referring to low-performing schools, but the majority of low-performing schools are D schools – which most people don’t consider failing. We counted failing schools in a number of ways, with the results ranging from 80 to 415 depending on the grading scale used to define what an F is. Any way you slice itthere are clearly dozens, and maybehundreds, of failing schools statewide. Bryson’s statement was overly broad, but it’s not totally wrong. We rate this claim Half True.","Although the state's definition of ""low-performing"" includes F schools as well as D schools, an expert on education policy notes that the grading system is flawed and punishes schools for having students who came to them below grade level. Furthermore, nearly half of the schools Bryson considers failing are actually improving, and a range of estimates (80-415) indicates that the number of truly failing schools is significantly lower than 500.",0.6612280321121216
